date,sku,competitor,comp_price
2025-12-27,SKU-009,CompB,22.11
2025-07-01,SKU-010,CompA,60.3
2025-07-01,SKU-010,CompB,62.92
2025-07-02,SKU-010,CompA,54.96
2025-07-02,SKU-010,CompB,57.08
2025-07-03,SKU-010,CompA,55.88
2025-07-03,SKU-010,CompB,55.23
2025-07-04,SKU-010,CompA,60.13
2025-07-04,SKU-010,CompB,58.39
2025-07-05,SKU-010,CompA,60.72
2025-07-05,SKU-010,CompB,60.12
2025-07-06,SKU-010,CompA,54.2
2025-07-06,SKU-010,CompB,53.22
2025-07-07,SKU-010,CompA,58.24
2025-07-07,SKU-010,CompB,61.64
2025-07-08,SKU-010,CompA,56.54
2025-07-08,SKU-010,CompB,55.51
2025-07-09,SKU-010,CompA,58.5
2025-07-09,SKU-010,CompB,57.39
2025-07-10,SKU-010,CompA,55.16
2025-07-10,SKU-010,CompB,55.25
2025-07-11,SKU-010,CompA,55.75
2025-07-11,SKU-010,CompB,55.98
2025-07-12,SKU-010,CompA,58.69
2025-07-12,SKU-010,CompB,57.4
2025-07-13,SKU-010,CompA,56.73
2025-07-13,SKU-010,CompB,57.14
2025-07-14,SKU-010,CompA,59.3
2025-07-14,SKU-010,CompB,62.19
2025-07-15,SKU-010,CompA,54.22
2025-07-15,SKU-010,CompB,55.64
2025-07-16,SKU-010,CompA,57.09
2025-07-16,SKU-010,CompB,55.24
2025-07-17,SKU-010,CompA,58.48
2025-07-17,SKU-010,CompB,60.43
2025-07-18,SKU-010,CompA,57.32
2025-07-18,SKU-010,CompB,57.3
2025-07-19,SKU-010,CompA,56.04
2025-07-19,SKU-010,CompB,56.07
2025-07-20,SKU-010,CompA,55.27
2025-07-20,SKU-010,CompB,55.18
2025-07-21,SKU-010,CompA,59.5
2025-07-21,SKU-010,CompB,57.22
2025-07-22,SKU-010,CompA,62.71
2025-07-22,SKU-010,CompB,62.06
2025-07-23,SKU-010,CompA,52.94
2025-07-23,SKU-010,CompB,53.43
2025-07-24,SKU-010,CompA,58.68
2025-07-24,SKU-010,CompB,58.47
2025-07-25,SKU-010,CompA,59.5
2025-07-25,SKU-010,CompB,60.79
2025-07-26,SKU-010,CompA,60.18
2025-07-26,SKU-010,CompB,59.14
2025-07-27,SKU-010,CompA,64.6
2025-07-27,SKU-010,CompB,60.99
2025-07-28,SKU-010,CompA,61.32
2025-07-28,SKU-010,CompB,63.27
2025-07-29,SKU-010,CompA,61.84
2025-07-29,SKU-010,CompB,63.3
2025-07-30,SKU-010,CompA,59.25
2025-07-30,SKU-010,CompB,61.07
2025-07-31,SKU-010,CompA,58.47
2025-07-31,SKU-010,CompB,58.38
2025-08-01,SKU-010,CompA,54.73
2025-08-01,SKU-010,CompB,54.73
2025-08-02,SKU-010,CompA,59.23
2025-08-02,SKU-010,CompB,60.21
2025-08-03,SKU-010,CompA,62.53
2025-08-03,SKU-010,CompB,59.79
2025-08-04,SKU-010,CompA,57.06
2025-08-04,SKU-010,CompB,59.28
2025-08-05,SKU-010,CompA,59.24
2025-08-05,SKU-010,CompB,59.81
2025-08-06,SKU-010,CompA,57.93
2025-08-06,SKU-010,CompB,57.58
2025-08-07,SKU-010,CompA,61.32
2025-08-07,SKU-010,CompB,60.98
2025-08-08,SKU-010,CompA,58.33
2025-08-08,SKU-010,CompB,58.94
2025-08-09,SKU-010,CompA,54.45
2025-08-09,SKU-010,CompB,54.54
2025-08-10,SKU-010,CompA,54.14
2025-08-10,SKU-010,CompB,54.31
2025-08-11,SKU-010,CompA,56.7
2025-08-11,SKU-010,CompB,56.27
2025-08-12,SKU-010,CompA,56.75
2025-08-12,SKU-010,CompB,58.46
2025-08-13,SKU-010,CompA,62.26
2025-08-13,SKU-010,CompB,59.79
2025-08-14,SKU-010,CompA,58.42
2025-08-14,SKU-010,CompB,59.67
2025-08-15,SKU-010,CompA,61.42
2025-08-15,SKU-010,CompB,57.99
2025-08-16,SKU-010,CompA,53.73
2025-08-16,SKU-010,CompB,54.44
2025-08-17,SKU-010,CompA,62.61
2025-08-17,SKU-010,CompB,61.08
2025-08-18,SKU-010,CompA,60.93
2025-08-18,SKU-010,CompB,60.69
2025-08-19,SKU-010,CompA,59.38
2025-08-19,SKU-010,CompB,58.6
2025-08-20,SKU-010,CompA,55.79
2025-08-20,SKU-010,CompB,55.96
2025-08-21,SKU-010,CompA,56.62
2025-08-21,SKU-010,CompB,56.04
2025-08-22,SKU-010,CompA,60.78
2025-08-22,SKU-010,CompB,60.8
2025-08-23,SKU-010,CompA,60.98
2025-08-23,SKU-010,CompB,59.51
2025-08-24,SKU-010,CompA,54.43
2025-08-24,SKU-010,CompB,56.04
2025-08-25,SKU-010,CompA,59.56
2025-08-25,SKU-010,CompB,58.46
2025-08-26,SKU-010,CompA,55.05
2025-08-26,SKU-010,CompB,54.67
2025-08-27,SKU-010,CompA,57.15
2025-08-27,SKU-010,CompB,55.62
2025-08-28,SKU-010,CompA,56.36
2025-08-28,SKU-010,CompB,55.04
2025-08-29,SKU-010,CompA,53.28
2025-08-29,SKU-010,CompB,53.78
2025-08-30,SKU-010,CompA,60.97
2025-08-30,SKU-010,CompB,60.23
2025-08-31,SKU-010,CompA,60.92
2025-08-31,SKU-010,CompB,61.4
2025-09-01,SKU-010,CompA,61.89
2025-09-01,SKU-010,CompB,60.2
2025-09-02,SKU-010,CompA,56.49
2025-09-02,SKU-010,CompB,58.66
2025-09-03,SKU-010,CompA,56.96
2025-09-03,SKU-010,CompB,59.98
2025-09-04,SKU-010,CompA,56.04
2025-09-04,SKU-010,CompB,57.49
2025-09-05,SKU-010,CompA,59.24
2025-09-05,SKU-010,CompB,59.02
2025-09-06,SKU-010,CompA,57.01
2025-09-06,SKU-010,CompB,56.41
2025-09-07,SKU-010,CompA,59.51
2025-09-07,SKU-010,CompB,58.69
2025-09-08,SKU-010,CompA,54.51
2025-09-08,SKU-010,CompB,56.24
2025-09-09,SKU-010,CompA,58.33
2025-09-09,SKU-010,CompB,58.04
2025-09-10,SKU-010,CompA,62.33
2025-09-10,SKU-010,CompB,61.5
2025-09-11,SKU-010,CompA,56.46
2025-09-11,SKU-010,CompB,57.36
2025-09-12,SKU-010,CompA,60.79
2025-09-12,SKU-010,CompB,60.2
2025-09-13,SKU-010,CompA,54.86
2025-09-13,SKU-010,CompB,53.12
2025-09-14,SKU-010,CompA,57.87
2025-09-14,SKU-010,CompB,58.05
2025-09-15,SKU-010,CompA,58.26
2025-09-15,SKU-010,CompB,58.62
2025-09-16,SKU-010,CompA,58.35
2025-09-16,SKU-010,CompB,60.36
2025-09-17,SKU-010,CompA,58.4
2025-09-17,SKU-010,CompB,57.83
2025-09-18,SKU-010,CompA,57.16
2025-09-18,SKU-010,CompB,57.95
2025-09-19,SKU-010,CompA,57.64
2025-09-19,SKU-010,CompB,58.74
2025-09-20,SKU-010,CompA,58.63
2025-09-20,SKU-010,CompB,57.47
2025-09-21,SKU-010,CompA,57.53
2025-09-21,SKU-010,CompB,58.19
2025-09-22,SKU-010,CompA,56.52
2025-09-22,SKU-010,CompB,57.25
2025-09-23,SKU-010,CompA,53.72
2025-09-23,SKU-010,CompB,55.52
2025-09-24,SKU-010,CompA,58.44
2025-09-24,SKU-010,CompB,58.04
2025-09-25,SKU-010,CompA,58.85
2025-09-25,SKU-010,CompB,59.66
2025-09-26,SKU-010,CompA,61.44
2025-09-26,SKU-010,CompB,62.27
2025-09-27,SKU-010,CompA,61.59
2025-09-27,SKU-010,CompB,63.67
2025-09-28,SKU-010,CompA,57.99
2025-09-28,SKU-010,CompB,57.75
2025-09-29,SKU-010,CompA,59.9
2025-09-29,SKU-010,CompB,62.48
2025-09-30,SKU-010,CompA,61.14
2025-09-30,SKU-010,CompB,60.91
2025-10-01,SKU-010,CompA,60.33
2025-10-01,SKU-010,CompB,58.52
2025-10-02,SKU-010,CompA,59.7
2025-10-02,SKU-010,CompB,59.51
2025-10-03,SKU-010,CompA,57.6
2025-10-03,SKU-010,CompB,57.14
2025-10-04,SKU-010,CompA,55.54
2025-10-04,SKU-010,CompB,56.23
2025-10-05,SKU-010,CompA,61.55
2025-10-05,SKU-010,CompB,62.42
2025-10-06,SKU-010,CompA,59.2
2025-10-06,SKU-010,CompB,60.9
2025-10-07,SKU-010,CompA,54.54
2025-10-07,SKU-010,CompB,54.25
2025-10-08,SKU-010,CompA,54.6
2025-10-08,SKU-010,CompB,54.96
2025-10-09,SKU-010,CompA,56.01
2025-10-09,SKU-010,CompB,56.94
2025-10-10,SKU-010,CompA,59.33
2025-10-10,SKU-010,CompB,58.51
2025-10-11,SKU-010,CompA,59.21
2025-10-11,SKU-010,CompB,57.14
2025-10-12,SKU-010,CompA,56.28
2025-10-12,SKU-010,CompB,55.06
2025-10-13,SKU-010,CompA,59.56
2025-10-13,SKU-010,CompB,58.84
2025-10-14,SKU-010,CompA,58.57
2025-10-14,SKU-010,CompB,59.32
2025-10-15,SKU-010,CompA,56.57
2025-10-15,SKU-010,CompB,54.33
2025-10-16,SKU-010,CompA,58.88
2025-10-16,SKU-010,CompB,60.23
2025-10-17,SKU-010,CompA,58.51
2025-10-17,SKU-010,CompB,60.54
2025-10-18,SKU-010,CompA,60.65
2025-10-18,SKU-010,CompB,60.96
2025-10-19,SKU-010,CompA,59.67
2025-10-19,SKU-010,CompB,58.49
2025-10-20,SKU-010,CompA,56.87
2025-10-20,SKU-010,CompB,58.41
2025-10-21,SKU-010,CompA,58.75
2025-10-21,SKU-010,CompB,58.23
2025-10-22,SKU-010,CompA,59.17
2025-10-22,SKU-010,CompB,57.39
2025-10-23,SKU-010,CompA,58.84
2025-10-23,SKU-010,CompB,59.69
2025-10-24,SKU-010,CompA,58.95
2025-10-24,SKU-010,CompB,60.72
2025-10-25,SKU-010,CompA,59.47
2025-10-25,SKU-010,CompB,59.28
2025-10-26,SKU-010,CompA,59.26
2025-10-26,SKU-010,CompB,60.11
2025-10-27,SKU-010,CompA,57.4
2025-10-27,SKU-010,CompB,57.51
2025-10-28,SKU-010,CompA,57.12
2025-10-28,SKU-010,CompB,57.52
2025-10-29,SKU-010,CompA,53.86
2025-10-29,SKU-010,CompB,55.54
2025-10-30,SKU-010,CompA,55.99
2025-10-30,SKU-010,CompB,57.98
2025-10-31,SKU-010,CompA,55.09
2025-10-31,SKU-010,CompB,57.49
2025-11-01,SKU-010,CompA,59.25
2025-11-01,SKU-010,CompB,60.2
2025-11-02,SKU-010,CompA,55.69
2025-11-02,SKU-010,CompB,55.37
2025-11-03,SKU-010,CompA,59.16
2025-11-03,SKU-010,CompB,57.98
2025-11-04,SKU-010,CompA,59.02
2025-11-04,SKU-010,CompB,58.71
2025-11-05,SKU-010,CompA,56.71
2025-11-05,SKU-010,CompB,58.47
2025-11-06,SKU-010,CompA,57.71
2025-11-06,SKU-010,CompB,59.41
2025-11-07,SKU-010,CompA,57.32
2025-11-07,SKU-010,CompB,56.0
2025-11-08,SKU-010,CompA,57.1
2025-11-08,SKU-010,CompB,58.25
2025-11-09,SKU-010,CompA,58.58
2025-11-09,SKU-010,CompB,61.24
2025-11-10,SKU-010,CompA,57.42
2025-11-10,SKU-010,CompB,57.08
2025-11-11,SKU-010,CompA,57.41
2025-11-11,SKU-010,CompB,56.0
2025-11-12,SKU-010,CompA,60.09
2025-11-12,SKU-010,CompB,59.34
2025-11-13,SKU-010,CompA,59.69
2025-11-13,SKU-010,CompB,60.77
2025-11-14,SKU-010,CompA,59.23
2025-11-14,SKU-010,CompB,56.81
2025-11-15,SKU-010,CompA,61.21
2025-11-15,SKU-010,CompB,60.67
2025-11-16,SKU-010,CompA,55.08
2025-11-16,SKU-010,CompB,55.2
2025-11-17,SKU-010,CompA,54.06
2025-11-17,SKU-010,CompB,55.04
2025-11-18,SKU-010,CompA,60.83
2025-11-18,SKU-010,CompB,60.7
2025-11-19,SKU-010,CompA,58.77
2025-11-19,SKU-010,CompB,57.74
2025-11-20,SKU-010,CompA,57.55
2025-11-20,SKU-010,CompB,57.58
2025-11-21,SKU-010,CompA,58.31
2025-11-21,SKU-010,CompB,55.85
2025-11-22,SKU-010,CompA,57.46
2025-11-22,SKU-010,CompB,59.87
2025-11-23,SKU-010,CompA,57.12
2025-11-23,SKU-010,CompB,57.49
2025-11-24,SKU-010,CompA,56.86
2025-11-24,SKU-010,CompB,56.42
2025-11-25,SKU-010,CompA,58.57
2025-11-25,SKU-010,CompB,56.84
2025-11-26,SKU-010,CompA,59.38
2025-11-26,SKU-010,CompB,56.24
2025-11-27,SKU-010,CompA,55.62
2025-11-27,SKU-010,CompB,57.48
2025-11-28,SKU-010,CompA,57.99
2025-11-28,SKU-010,CompB,55.92
2025-11-29,SKU-010,CompA,54.67
2025-11-29,SKU-010,CompB,56.03
2025-11-30,SKU-010,CompA,63.18
2025-11-30,SKU-010,CompB,64.2
2025-12-01,SKU-010,CompA,57.96
2025-12-01,SKU-010,CompB,56.68
2025-12-02,SKU-010,CompA,56.41
2025-12-02,SKU-010,CompB,55.17
2025-12-03,SKU-010,CompA,55.61
2025-12-03,SKU-010,CompB,56.07
2025-12-04,SKU-010,CompA,61.42
2025-12-04,SKU-010,CompB,63.12
2025-12-05,SKU-010,CompA,58.84
2025-12-05,SKU-010,CompB,57.83
2025-12-06,SKU-010,CompA,59.38
2025-12-06,SKU-010,CompB,61.34
2025-12-07,SKU-010,CompA,57.65
2025-12-07,SKU-010,CompB,59.52
2025-12-08,SKU-010,CompA,59.51
2025-12-08,SKU-010,CompB,59.87
2025-12-09,SKU-010,CompA,60.43
2025-12-09,SKU-010,CompB,59.19
2025-12-10,SKU-010,CompA,57.07
2025-12-10,SKU-010,CompB,55.79
2025-12-11,SKU-010,CompA,61.23
2025-12-11,SKU-010,CompB,58.17
2025-12-12,SKU-010,CompA,54.46
2025-12-12,SKU-010,CompB,54.86
2025-12-13,SKU-010,CompA,60.21
2025-12-13,SKU-010,CompB,58.97
2025-12-14,SKU-010,CompA,58.76
2025-12-14,SKU-010,CompB,56.13
2025-12-15,SKU-010,CompA,55.23
2025-12-15,SKU-010,CompB,57.53
2025-12-16,SKU-010,CompA,56.7
2025-12-16,SKU-010,CompB,53.95
2025-12-17,SKU-010,CompA,54.47
2025-12-17,SKU-010,CompB,54.5
2025-12-18,SKU-010,CompA,57.49
2025-12-18,SKU-010,CompB,57.99
2025-12-19,SKU-010,CompA,55.99
2025-12-19,SKU-010,CompB,55.67
2025-12-20,SKU-010,CompA,55.35
2025-12-20,SKU-010,CompB,56.3
2025-12-21,SKU-010,CompA,58.91
2025-12-21,SKU-010,CompB,58.84
2025-12-22,SKU-010,CompA,55.71
2025-12-22,SKU-010,CompB,55.77
2025-12-23,SKU-010,CompA,58.84
2025-12-23,SKU-010,CompB,56.32
2025-12-24,SKU-010,CompA,58.75
2025-12-24,SKU-010,CompB,60.38
2025-12-25,SKU-010,CompA,54.1
2025-12-25,SKU-010,CompB,54.3
2025-12-26,SKU-010,CompA,58.03
2025-12-26,SKU-010,CompB,59.27
2025-12-27,SKU-010,CompA,61.19
2025-12-27,SKU-010,CompB,59.7
2025-07-01,SKU-011,CompA,47.79
2025-07-01,SKU-011,CompB,49.93
2025-07-02,SKU-011,CompA,50.91
2025-07-02,SKU-011,CompB,49.51
2025-07-03,SKU-011,CompA,48.85
2025-07-03,SKU-011,CompB,49.54
2025-07-04,SKU-011,CompA,49.91
2025-07-04,SKU-011,CompB,49.84
2025-07-05,SKU-011,CompA,49.6
2025-07-05,SKU-011,CompB,49.97
2025-07-06,SKU-011,CompA,50.24
2025-07-06,SKU-011,CompB,52.59
2025-07-07,SKU-011,CompA,48.16
2025-07-07,SKU-011,CompB,49.47
2025-07-08,SKU-011,CompA,48.02
2025-07-08,SKU-011,CompB,47.25
2025-07-09,SKU-011,CompA,47.33
2025-07-09,SKU-011,CompB,47.33
2025-07-10,SKU-011,CompA,54.75
2025-07-10,SKU-011,CompB,55.24
2025-07-11,SKU-011,CompA,48.78
2025-07-11,SKU-011,CompB,49.78
2025-07-12,SKU-011,CompA,45.8
2025-07-12,SKU-011,CompB,46.25
2025-07-13,SKU-011,CompA,49.07
2025-07-13,SKU-011,CompB,51.01
2025-07-14,SKU-011,CompA,48.15
2025-07-14,SKU-011,CompB,46.44
2025-07-15,SKU-011,CompA,46.79
2025-07-15,SKU-011,CompB,48.5
2025-07-16,SKU-011,CompA,51.52
2025-07-16,SKU-011,CompB,51.39
2025-07-17,SKU-011,CompA,50.48
2025-07-17,SKU-011,CompB,51.22
2025-07-18,SKU-011,CompA,45.81
2025-07-18,SKU-011,CompB,44.47
2025-07-19,SKU-011,CompA,48.09
2025-07-19,SKU-011,CompB,48.28
2025-07-20,SKU-011,CompA,48.83
2025-07-20,SKU-011,CompB,49.41
2025-07-21,SKU-011,CompA,48.63
2025-07-21,SKU-011,CompB,50.99
2025-07-22,SKU-011,CompA,50.02
2025-07-22,SKU-011,CompB,49.51
2025-07-23,SKU-011,CompA,46.99
2025-07-23,SKU-011,CompB,48.23
2025-07-24,SKU-011,CompA,50.37
2025-07-24,SKU-011,CompB,51.46
2025-07-25,SKU-011,CompA,46.86
2025-07-25,SKU-011,CompB,48.76
2025-07-26,SKU-011,CompA,45.79
2025-07-26,SKU-011,CompB,46.16
2025-07-27,SKU-011,CompA,46.75
2025-07-27,SKU-011,CompB,46.97
2025-07-28,SKU-011,CompA,50.01
2025-07-28,SKU-011,CompB,48.26
2025-07-29,SKU-011,CompA,47.03
2025-07-29,SKU-011,CompB,48.11
2025-07-30,SKU-011,CompA,50.29
2025-07-30,SKU-011,CompB,49.73
2025-07-31,SKU-011,CompA,45.8
2025-07-31,SKU-011,CompB,46.52
2025-08-01,SKU-011,CompA,49.78
2025-08-01,SKU-011,CompB,51.44
2025-08-02,SKU-011,CompA,51.78
2025-08-02,SKU-011,CompB,50.22
2025-08-03,SKU-011,CompA,48.12
2025-08-03,SKU-011,CompB,48.24
2025-08-04,SKU-011,CompA,47.73
2025-08-04,SKU-011,CompB,48.11
2025-08-05,SKU-011,CompA,49.91
2025-08-05,SKU-011,CompB,51.85
2025-08-06,SKU-011,CompA,51.4
2025-08-06,SKU-011,CompB,49.34
2025-08-07,SKU-011,CompA,49.64
2025-08-07,SKU-011,CompB,49.52
2025-08-08,SKU-011,CompA,48.2
2025-08-08,SKU-011,CompB,50.35
2025-08-09,SKU-011,CompA,50.65
2025-08-09,SKU-011,CompB,52.14
2025-08-10,SKU-011,CompA,53.45
2025-08-10,SKU-011,CompB,52.14
2025-08-11,SKU-011,CompA,47.52
2025-08-11,SKU-011,CompB,47.47
2025-08-12,SKU-011,CompA,50.12
2025-08-12,SKU-011,CompB,48.69
2025-08-13,SKU-011,CompA,46.86
2025-08-13,SKU-011,CompB,48.28
2025-08-14,SKU-011,CompA,50.25
2025-08-14,SKU-011,CompB,50.18
2025-08-15,SKU-011,CompA,53.27
2025-08-15,SKU-011,CompB,51.92
2025-08-16,SKU-011,CompA,52.88
2025-08-16,SKU-011,CompB,49.84
2025-08-17,SKU-011,CompA,47.77
2025-08-17,SKU-011,CompB,49.44
2025-08-18,SKU-011,CompA,53.58
2025-08-18,SKU-011,CompB,53.86
2025-08-19,SKU-011,CompA,46.28
2025-08-19,SKU-011,CompB,46.25
2025-08-20,SKU-011,CompA,50.46
2025-08-20,SKU-011,CompB,50.88
2025-08-21,SKU-011,CompA,46.63
2025-08-21,SKU-011,CompB,46.21
2025-08-22,SKU-011,CompA,48.73
2025-08-22,SKU-011,CompB,49.83
2025-08-23,SKU-011,CompA,47.11
2025-08-23,SKU-011,CompB,47.35
2025-08-24,SKU-011,CompA,50.69
2025-08-24,SKU-011,CompB,49.2
2025-08-25,SKU-011,CompA,44.64
2025-08-25,SKU-011,CompB,46.55
2025-08-26,SKU-011,CompA,47.78
2025-08-26,SKU-011,CompB,46.87
2025-08-27,SKU-011,CompA,48.9
2025-08-27,SKU-011,CompB,49.46
2025-08-28,SKU-011,CompA,50.58
2025-08-28,SKU-011,CompB,49.38
2025-08-29,SKU-011,CompA,49.13
2025-08-29,SKU-011,CompB,50.33
2025-08-30,SKU-011,CompA,49.07
2025-08-30,SKU-011,CompB,50.15
2025-08-31,SKU-011,CompA,48.69
2025-08-31,SKU-011,CompB,46.8
2025-09-01,SKU-011,CompA,50.59
2025-09-01,SKU-011,CompB,50.52
2025-09-02,SKU-011,CompA,51.91
2025-09-02,SKU-011,CompB,52.01
2025-09-03,SKU-011,CompA,48.71
2025-09-03,SKU-011,CompB,49.93
2025-09-04,SKU-011,CompA,54.84
2025-09-04,SKU-011,CompB,55.08
2025-09-05,SKU-011,CompA,46.36
2025-09-05,SKU-011,CompB,46.47
2025-09-06,SKU-011,CompA,49.91
2025-09-06,SKU-011,CompB,51.72
2025-09-07,SKU-011,CompA,49.47
2025-09-07,SKU-011,CompB,50.69
2025-09-08,SKU-011,CompA,53.76
2025-09-08,SKU-011,CompB,53.33
2025-09-09,SKU-011,CompA,48.79
2025-09-09,SKU-011,CompB,47.07
2025-09-10,SKU-011,CompA,48.68
2025-09-10,SKU-011,CompB,49.97
2025-09-11,SKU-011,CompA,45.3
2025-09-11,SKU-011,CompB,45.33
2025-09-12,SKU-011,CompA,53.66
2025-09-12,SKU-011,CompB,53.58
2025-09-13,SKU-011,CompA,51.14
2025-09-13,SKU-011,CompB,51.71
2025-09-14,SKU-011,CompA,51.37
2025-09-14,SKU-011,CompB,52.35
2025-09-15,SKU-011,CompA,48.3
2025-09-15,SKU-011,CompB,48.01
2025-09-16,SKU-011,CompA,47.81
2025-09-16,SKU-011,CompB,49.24
2025-09-17,SKU-011,CompA,51.8
2025-09-17,SKU-011,CompB,53.92
2025-09-18,SKU-011,CompA,48.44
2025-09-18,SKU-011,CompB,49.58
2025-09-19,SKU-011,CompA,53.87
2025-09-19,SKU-011,CompB,52.65
2025-09-20,SKU-011,CompA,45.25
2025-09-20,SKU-011,CompB,47.4
2025-09-21,SKU-011,CompA,50.71
2025-09-21,SKU-011,CompB,50.39
2025-09-22,SKU-011,CompA,49.71
2025-09-22,SKU-011,CompB,49.33
2025-09-23,SKU-011,CompA,50.58
2025-09-23,SKU-011,CompB,52.95
2025-09-24,SKU-011,CompA,49.46
2025-09-24,SKU-011,CompB,49.33
2025-09-25,SKU-011,CompA,46.98
2025-09-25,SKU-011,CompB,45.7
2025-09-26,SKU-011,CompA,50.56
2025-09-26,SKU-011,CompB,48.57
2025-09-27,SKU-011,CompA,52.26
2025-09-27,SKU-011,CompB,51.54
2025-09-28,SKU-011,CompA,49.08
2025-09-28,SKU-011,CompB,48.63
2025-09-29,SKU-011,CompA,52.82
2025-09-29,SKU-011,CompB,52.91
2025-09-30,SKU-011,CompA,50.84
2025-09-30,SKU-011,CompB,51.44
2025-10-01,SKU-011,CompA,50.93
2025-10-01,SKU-011,CompB,50.98
2025-10-02,SKU-011,CompA,53.16
2025-10-02,SKU-011,CompB,53.6
2025-10-03,SKU-011,CompA,50.22
2025-10-03,SKU-011,CompB,48.09
2025-10-04,SKU-011,CompA,54.32
2025-10-04,SKU-011,CompB,52.81
2025-10-05,SKU-011,CompA,47.35
2025-10-05,SKU-011,CompB,49.23
2025-10-06,SKU-011,CompA,51.59
2025-10-06,SKU-011,CompB,53.28
2025-10-07,SKU-011,CompA,48.62
2025-10-07,SKU-011,CompB,46.85
2025-10-08,SKU-011,CompA,51.33
2025-10-08,SKU-011,CompB,51.42
2025-10-09,SKU-011,CompA,48.58
2025-10-09,SKU-011,CompB,47.32
2025-10-10,SKU-011,CompA,52.18
2025-10-10,SKU-011,CompB,50.82
2025-10-11,SKU-011,CompA,50.13
2025-10-11,SKU-011,CompB,50.36
2025-10-12,SKU-011,CompA,48.95
2025-10-12,SKU-011,CompB,48.4
2025-10-13,SKU-011,CompA,51.22
2025-10-13,SKU-011,CompB,49.85
2025-10-14,SKU-011,CompA,50.23
2025-10-14,SKU-011,CompB,48.66
2025-10-15,SKU-011,CompA,48.29
2025-10-15,SKU-011,CompB,50.4
2025-10-16,SKU-011,CompA,49.32
2025-10-16,SKU-011,CompB,48.97
2025-10-17,SKU-011,CompA,48.42
2025-10-17,SKU-011,CompB,48.56
2025-10-18,SKU-011,CompA,48.41
2025-10-18,SKU-011,CompB,47.83
2025-10-19,SKU-011,CompA,52.17
2025-10-19,SKU-011,CompB,51.84
2025-10-20,SKU-011,CompA,48.26
2025-10-20,SKU-011,CompB,47.12
2025-10-21,SKU-011,CompA,49.65
2025-10-21,SKU-011,CompB,50.91
2025-10-22,SKU-011,CompA,51.46
2025-10-22,SKU-011,CompB,49.84
2025-10-23,SKU-011,CompA,49.86
2025-10-23,SKU-011,CompB,49.49
2025-10-24,SKU-011,CompA,49.72
2025-10-24,SKU-011,CompB,48.19
2025-10-25,SKU-011,CompA,46.82
2025-10-25,SKU-011,CompB,48.73
2025-10-26,SKU-011,CompA,48.46
2025-10-26,SKU-011,CompB,49.32
2025-10-27,SKU-011,CompA,53.64
2025-10-27,SKU-011,CompB,53.29
2025-10-28,SKU-011,CompA,46.56
2025-10-28,SKU-011,CompB,48.09
2025-10-29,SKU-011,CompA,50.37
2025-10-29,SKU-011,CompB,48.97
2025-10-30,SKU-011,CompA,52.03
2025-10-30,SKU-011,CompB,49.41
2025-10-31,SKU-011,CompA,53.85
2025-10-31,SKU-011,CompB,52.44
2025-11-01,SKU-011,CompA,49.6
2025-11-01,SKU-011,CompB,50.2
2025-11-02,SKU-011,CompA,51.24
2025-11-02,SKU-011,CompB,50.23
2025-11-03,SKU-011,CompA,53.03
2025-11-03,SKU-011,CompB,54.14
2025-11-04,SKU-011,CompA,51.03
2025-11-04,SKU-011,CompB,51.96
2025-11-05,SKU-011,CompA,52.69
2025-11-05,SKU-011,CompB,52.31
2025-11-06,SKU-011,CompA,54.34
2025-11-06,SKU-011,CompB,54.21
2025-11-07,SKU-011,CompA,46.4
2025-11-07,SKU-011,CompB,46.9
2025-11-08,SKU-011,CompA,47.17
2025-11-08,SKU-011,CompB,48.77
2025-11-09,SKU-011,CompA,48.87
2025-11-09,SKU-011,CompB,49.17
2025-11-10,SKU-011,CompA,48.01
2025-11-10,SKU-011,CompB,49.64
2025-11-11,SKU-011,CompA,50.11
2025-11-11,SKU-011,CompB,49.06
2025-11-12,SKU-011,CompA,46.94
2025-11-12,SKU-011,CompB,47.2
2025-11-13,SKU-011,CompA,49.75
2025-11-13,SKU-011,CompB,48.27
2025-11-14,SKU-011,CompA,52.69
2025-11-14,SKU-011,CompB,52.55
2025-11-15,SKU-011,CompA,51.67
2025-11-15,SKU-011,CompB,51.46
2025-11-16,SKU-011,CompA,51.74
2025-11-16,SKU-011,CompB,51.99
2025-11-17,SKU-011,CompA,52.28
2025-11-17,SKU-011,CompB,51.63
2025-11-18,SKU-011,CompA,50.75
2025-11-18,SKU-011,CompB,49.37
2025-11-19,SKU-011,CompA,52.15
2025-11-19,SKU-011,CompB,50.77
2025-11-20,SKU-011,CompA,52.73
2025-11-20,SKU-011,CompB,51.8
2025-11-21,SKU-011,CompA,52.56
2025-11-21,SKU-011,CompB,50.83
2025-11-22,SKU-011,CompA,48.87
2025-11-22,SKU-011,CompB,46.38
2025-11-23,SKU-011,CompA,51.17
2025-11-23,SKU-011,CompB,51.69
2025-11-24,SKU-011,CompA,49.32
2025-11-24,SKU-011,CompB,47.1
2025-11-25,SKU-011,CompA,46.08
2025-11-25,SKU-011,CompB,46.95
2025-11-26,SKU-011,CompA,47.73
2025-11-26,SKU-011,CompB,47.6
2025-11-27,SKU-011,CompA,47.91
2025-11-27,SKU-011,CompB,45.5
2025-11-28,SKU-011,CompA,47.4
2025-11-28,SKU-011,CompB,49.78
2025-11-29,SKU-011,CompA,48.24
2025-11-29,SKU-011,CompB,49.76
2025-11-30,SKU-011,CompA,51.57
