date,sku,price,units,cost,promo_flag
2025-09-28,SKU-009,22.51,32,15.4,0
2025-09-29,SKU-009,21.41,38,15.4,0
2025-09-30,SKU-009,17.34,54,15.4,1
2025-10-01,SKU-009,22.62,41,15.4,0
2025-10-02,SKU-009,22.14,17,15.4,0
2025-10-03,SKU-009,23.08,25,15.4,0
2025-10-04,SKU-009,21.91,31,15.4,0
2025-10-05,SKU-009,18.85,64,15.4,1
2025-10-06,SKU-009,22.25,32,15.4,0
2025-10-07,SKU-009,22.88,27,15.4,0
2025-10-08,SKU-009,17.49,56,15.4,1
2025-10-09,SKU-009,21.86,26,15.4,0
2025-10-10,SKU-009,21.24,25,15.4,0
2025-10-11,SKU-009,22.16,31,15.4,0
2025-10-12,SKU-009,21.99,34,15.4,0
2025-10-13,SKU-009,17.3,56,15.4,1
2025-10-14,SKU-009,22.97,23,15.4,0
2025-10-15,SKU-009,21.06,45,15.4,1
2025-10-16,SKU-009,21.35,35,15.4,0
2025-10-17,SKU-009,21.76,29,15.4,0
2025-10-18,SKU-009,21.83,30,15.4,0
2025-10-19,SKU-009,22.05,30,15.4,0
2025-10-20,SKU-009,22.06,30,15.4,0
2025-10-21,SKU-009,21.48,53,15.4,1
2025-10-22,SKU-009,23.53,23,15.4,0
2025-10-23,SKU-009,21.03,35,15.4,0
2025-10-24,SKU-009,21.78,29,15.4,0
2025-10-25,SKU-009,21.68,32,15.4,0
2025-10-26,SKU-009,22.7,35,15.4,0
2025-10-27,SKU-009,22.09,36,15.4,0
2025-10-28,SKU-009,22.14,27,15.4,0
2025-10-29,SKU-009,22.26,22,15.4,0
2025-10-30,SKU-009,18.18,48,15.4,1
2025-10-31,SKU-009,22.57,26,15.4,0
2025-11-01,SKU-009,21.6,45,15.4,0
2025-11-02,SKU-009,21.55,36,15.4,0
2025-11-03,SKU-009,23.11,29,15.4,0
2025-11-04,SKU-009,22.1,35,15.4,0
2025-11-05,SKU-009,22.47,18,15.4,0
2025-11-06,SKU-009,21.14,44,15.4,0
2025-11-07,SKU-009,22.01,34,15.4,0
2025-11-08,SKU-009,19.07,49,15.4,1
2025-11-09,SKU-009,20.94,36,15.4,1
2025-11-10,SKU-009,21.09,30,15.4,1
2025-11-11,SKU-009,21.53,34,15.4,0
2025-11-12,SKU-009,22.19,27,15.4,0
2025-11-13,SKU-009,21.47,21,15.4,0
2025-11-14,SKU-009,23.35,32,15.4,0
2025-11-15,SKU-009,23.13,28,15.4,0
2025-11-16,SKU-009,21.76,37,15.4,0
2025-11-17,SKU-009,21.66,29,15.4,0
2025-11-18,SKU-009,21.64,23,15.4,0
2025-11-19,SKU-009,21.58,26,15.4,0
2025-11-20,SKU-009,21.78,32,15.4,0
2025-11-21,SKU-009,22.0,32,15.4,0
2025-11-22,SKU-009,23.19,35,15.4,0
2025-11-23,SKU-009,21.69,40,15.4,0
2025-11-24,SKU-009,21.97,26,15.4,0
2025-11-25,SKU-009,21.89,28,15.4,1
2025-11-26,SKU-009,21.15,26,15.4,0
2025-11-27,SKU-009,21.73,29,15.4,0
2025-11-28,SKU-009,22.62,46,15.4,0
2025-11-29,SKU-009,21.82,28,15.4,0
2025-11-30,SKU-009,22.92,28,15.4,0
2025-12-01,SKU-009,22.27,29,15.4,0
2025-12-02,SKU-009,22.6,32,15.4,0
2025-12-03,SKU-009,23.23,26,15.4,0
2025-12-04,SKU-009,22.63,26,15.4,0
2025-12-05,SKU-009,23.07,25,15.4,0
2025-12-06,SKU-009,23.24,42,15.4,0
2025-12-07,SKU-009,23.35,38,15.4,0
2025-12-08,SKU-009,22.71,32,15.4,0
2025-12-09,SKU-009,22.67,34,15.4,0
2025-12-10,SKU-009,21.07,30,15.4,1
2025-12-11,SKU-009,22.42,28,15.4,0
2025-12-12,SKU-009,22.16,27,15.4,0
2025-12-13,SKU-009,22.64,36,15.4,0
2025-12-14,SKU-009,23.28,36,15.4,0
2025-12-15,SKU-009,21.78,24,15.4,0
2025-12-16,SKU-009,18.94,41,15.4,1
2025-12-17,SKU-009,22.74,26,15.4,0
2025-12-18,SKU-009,22.42,26,15.4,0
2025-12-19,SKU-009,22.29,35,15.4,0
2025-12-20,SKU-009,21.57,32,15.4,0
2025-12-21,SKU-009,22.91,35,15.4,0
2025-12-22,SKU-009,21.8,33,15.4,0
2025-12-23,SKU-009,22.11,27,15.4,0
2025-12-24,SKU-009,18.5,40,15.4,1
2025-12-25,SKU-009,21.44,30,15.4,0
2025-12-26,SKU-009,22.89,27,15.4,0
2025-12-27,SKU-009,21.78,34,15.4,0
2025-07-01,SKU-010,46.3,164,29.16,1
2025-07-02,SKU-010,61.7,80,29.16,0
2025-07-03,SKU-010,57.4,89,29.16,0
2025-07-04,SKU-010,57.28,77,29.16,0
2025-07-05,SKU-010,45.37,120,29.16,1
2025-07-06,SKU-010,42.64,175,29.16,1
2025-07-07,SKU-010,57.4,77,29.16,0
2025-07-08,SKU-010,60.35,97,29.16,0
2025-07-09,SKU-010,55.25,62,29.16,0
2025-07-10,SKU-010,58.69,89,29.16,0
2025-07-11,SKU-010,58.13,67,29.16,0
2025-07-12,SKU-010,55.99,79,29.16,0
2025-07-13,SKU-010,49.52,166,29.16,1
2025-07-14,SKU-010,44.59,143,29.16,1
2025-07-15,SKU-010,46.69,138,29.16,1
2025-07-16,SKU-010,60.68,78,29.16,0
2025-07-17,SKU-010,57.92,80,29.16,0
2025-07-18,SKU-010,62.92,115,29.16,0
2025-07-19,SKU-010,43.82,173,29.16,1
2025-07-20,SKU-010,56.31,96,29.16,0
2025-07-21,SKU-010,59.66,73,29.16,0
2025-07-22,SKU-010,57.94,94,29.16,0
2025-07-23,SKU-010,57.69,82,29.16,0
2025-07-24,SKU-010,56.86,80,29.16,0
2025-07-25,SKU-010,58.8,78,29.16,0
2025-07-26,SKU-010,60.25,78,29.16,0
2025-07-27,SKU-010,61.98,60,29.16,0
2025-07-28,SKU-010,58.1,114,29.16,0
2025-07-29,SKU-010,56.97,74,29.16,0
2025-07-30,SKU-010,56.96,80,29.16,0
2025-07-31,SKU-010,58.62,75,29.16,0
2025-08-01,SKU-010,47.51,98,29.16,1
2025-08-02,SKU-010,57.72,87,29.16,0
2025-08-03,SKU-010,58.9,83,29.16,0
2025-08-04,SKU-010,59.65,67,29.16,0
2025-08-05,SKU-010,59.97,84,29.16,0
2025-08-06,SKU-010,49.55,119,29.16,1
2025-08-07,SKU-010,59.17,58,29.16,0
2025-08-08,SKU-010,58.72,96,29.16,0
2025-08-09,SKU-010,59.58,86,29.16,0
2025-08-10,SKU-010,60.36,80,29.16,0
2025-08-11,SKU-010,60.05,75,29.16,0
2025-08-12,SKU-010,43.85,130,29.16,1
2025-08-13,SKU-010,58.94,64,29.16,0
2025-08-14,SKU-010,56.27,70,29.16,0
2025-08-15,SKU-010,60.46,70,29.16,0
2025-08-16,SKU-010,58.22,85,29.16,0
2025-08-17,SKU-010,59.75,97,29.16,0
2025-08-18,SKU-010,56.31,92,29.16,0
2025-08-19,SKU-010,61.23,50,29.16,0
2025-08-20,SKU-010,59.0,75,29.16,0
2025-08-21,SKU-010,58.71,122,29.16,0
2025-08-22,SKU-010,53.23,84,29.16,0
2025-08-23,SKU-010,56.43,76,29.16,0
2025-08-24,SKU-010,57.44,60,29.16,0
2025-08-25,SKU-010,50.29,176,29.16,1
2025-08-26,SKU-010,56.25,92,29.16,0
2025-08-27,SKU-010,58.81,70,29.16,0
2025-08-28,SKU-010,58.6,76,29.16,0
2025-08-29,SKU-010,58.5,77,29.16,0
2025-08-30,SKU-010,46.89,171,29.16,1
2025-08-31,SKU-010,59.71,86,29.16,0
2025-09-01,SKU-010,58.59,77,29.16,0
2025-09-02,SKU-010,58.81,66,29.16,0
2025-09-03,SKU-010,54.92,70,29.16,0
2025-09-04,SKU-010,58.34,71,29.16,0
2025-09-05,SKU-010,57.59,75,29.16,0
2025-09-06,SKU-010,56.17,82,29.16,0
2025-09-07,SKU-010,58.86,100,29.16,0
2025-09-08,SKU-010,46.02,189,29.16,1
2025-09-09,SKU-010,59.48,83,29.16,0
2025-09-10,SKU-010,56.21,70,29.16,0
2025-09-11,SKU-010,59.41,57,29.16,0
2025-09-12,SKU-010,55.3,79,29.16,0
2025-09-13,SKU-010,55.24,95,29.16,0
2025-09-14,SKU-010,58.36,87,29.16,0
2025-09-15,SKU-010,58.23,72,29.16,0
2025-09-16,SKU-010,60.18,67,29.16,0
2025-09-17,SKU-010,48.62,138,29.16,1
2025-09-18,SKU-010,57.7,68,29.16,0
2025-09-19,SKU-010,47.85,150,29.16,1
2025-09-20,SKU-010,58.49,73,29.16,0
2025-09-21,SKU-010,60.22,105,29.16,0
2025-09-22,SKU-010,58.81,96,29.16,0
2025-09-23,SKU-010,58.54,82,29.16,0
2025-09-24,SKU-010,61.68,88,29.16,0
2025-09-25,SKU-010,57.19,84,29.16,0
2025-09-26,SKU-010,61.26,57,29.16,0
2025-09-27,SKU-010,60.59,72,29.16,0
2025-09-28,SKU-010,58.12,81,29.16,0
2025-09-29,SKU-010,59.42,106,29.16,0
2025-09-30,SKU-010,58.98,87,29.16,0
2025-10-01,SKU-010,57.76,60,29.16,0
2025-10-02,SKU-010,47.96,110,29.16,1
2025-10-03,SKU-010,58.98,78,29.16,0
2025-10-04,SKU-010,58.77,95,29.16,0
2025-10-05,SKU-010,57.89,67,29.16,0
2025-10-06,SKU-010,56.82,91,29.16,0
2025-10-07,SKU-010,57.31,73,29.16,0
2025-10-08,SKU-010,61.59,81,29.16,0
2025-10-09,SKU-010,47.85,143,29.16,1
2025-10-10,SKU-010,59.51,74,29.16,0
2025-10-11,SKU-010,60.52,81,29.16,0
2025-10-12,SKU-010,51.43,154,29.16,1
2025-10-13,SKU-010,58.74,94,29.16,0
2025-10-14,SKU-010,42.52,185,29.16,1
2025-10-15,SKU-010,57.45,85,29.16,0
2025-10-16,SKU-010,56.2,84,29.16,0
2025-10-17,SKU-010,58.13,65,29.16,0
2025-10-18,SKU-010,48.28,253,29.16,1
2025-10-19,SKU-010,56.09,83,29.16,0
2025-10-20,SKU-010,51.44,148,29.16,1
2025-10-21,SKU-010,52.14,148,29.16,1
2025-10-22,SKU-010,62.18,73,29.16,0
2025-10-23,SKU-010,57.82,91,29.16,0
2025-10-24,SKU-010,48.9,105,29.16,1
2025-10-25,SKU-010,59.37,81,29.16,0
2025-10-26,SKU-010,53.54,110,29.16,1
2025-10-27,SKU-010,57.51,85,29.16,0
2025-10-28,SKU-010,46.97,131,29.16,1
2025-10-29,SKU-010,45.76,203,29.16,1
2025-10-30,SKU-010,57.85,69,29.16,0
2025-10-31,SKU-010,60.41,79,29.16,0
2025-11-01,SKU-010,60.35,78,29.16,0
2025-11-02,SKU-010,57.97,91,29.16,0
2025-11-03,SKU-010,61.21,84,29.16,0
2025-11-04,SKU-010,48.14,205,29.16,1
2025-11-05,SKU-010,59.92,72,29.16,0
2025-11-06,SKU-010,58.13,130,29.16,0
2025-11-07,SKU-010,59.84,78,29.16,0
2025-11-08,SKU-010,48.53,182,29.16,1
2025-11-09,SKU-010,58.78,74,29.16,0
2025-11-10,SKU-010,48.9,120,29.16,1
2025-11-11,SKU-010,62.16,60,29.16,0
2025-11-12,SKU-010,57.98,74,29.16,0
2025-11-13,SKU-010,58.57,76,29.16,0
2025-11-14,SKU-010,59.45,63,29.16,0
2025-11-15,SKU-010,58.73,81,29.16,0
2025-11-16,SKU-010,58.15,138,29.16,0
2025-11-17,SKU-010,57.43,64,29.16,0
2025-11-18,SKU-010,59.17,57,29.16,0
2025-11-19,SKU-010,57.01,66,29.16,0
2025-11-20,SKU-010,57.12,74,29.16,0
2025-11-21,SKU-010,58.54,102,29.16,0
2025-11-22,SKU-010,57.25,85,29.16,0
2025-11-23,SKU-010,56.87,82,29.16,0
2025-11-24,SKU-010,59.65,106,29.16,0
2025-11-25,SKU-010,57.94,57,29.16,0
2025-11-26,SKU-010,49.55,169,29.16,1
2025-11-27,SKU-010,45.64,109,29.16,1
2025-11-28,SKU-010,57.87,100,29.16,0
2025-11-29,SKU-010,45.37,155,29.16,1
2025-11-30,SKU-010,58.93,82,29.16,0
2025-12-01,SKU-010,59.71,84,29.16,0
2025-12-02,SKU-010,44.94,201,29.16,1
2025-12-03,SKU-010,57.65,77,29.16,0
2025-12-04,SKU-010,55.89,106,29.16,0
2025-12-05,SKU-010,48.67,160,29.16,1
2025-12-06,SKU-010,57.44,94,29.16,0
2025-12-07,SKU-010,56.46,104,29.16,0
2025-12-08,SKU-010,55.22,91,29.16,0
2025-12-09,SKU-010,59.66,67,29.16,0
2025-12-10,SKU-010,44.91,184,29.16,1
2025-12-11,SKU-010,59.02,91,29.16,0
2025-12-12,SKU-010,54.27,117,29.16,1
2025-12-13,SKU-010,55.73,129,29.16,0
2025-12-14,SKU-010,52.49,113,29.16,1
2025-12-15,SKU-010,61.3,95,29.16,0
2025-12-16,SKU-010,56.93,102,29.16,0
2025-12-17,SKU-010,57.39,77,29.16,0
2025-12-18,SKU-010,58.12,88,29.16,0
2025-12-19,SKU-010,59.51,63,29.16,0
2025-12-20,SKU-010,57.42,82,29.16,0
2025-12-21,SKU-010,57.29,107,29.16,0
2025-12-22,SKU-010,55.58,65,29.16,0
2025-12-23,SKU-010,54.93,93,29.16,0
2025-12-24,SKU-010,57.97,69,29.16,0
2025-12-25,SKU-010,50.8,113,29.16,1
2025-12-26,SKU-010,60.43,83,29.16,0
2025-12-27,SKU-010,55.74,107,29.16,0
2025-07-01,SKU-011,49.38,18,25.75,0
2025-07-02,SKU-011,49.0,28,25.75,0
2025-07-03,SKU-011,42.66,40,25.75,1
2025-07-04,SKU-011,49.74,32,25.75,0
2025-07-05,SKU-011,50.34,34,25.75,0
2025-07-06,SKU-011,50.54,25,25.75,0
2025-07-07,SKU-011,50.23,26,25.75,0
2025-07-08,SKU-011,48.31,43,25.75,0
2025-07-09,SKU-011,47.79,27,25.75,0
2025-07-10,SKU-011,39.74,36,25.75,1
2025-07-11,SKU-011,52.2,21,25.75,0
2025-07-12,SKU-011,45.22,43,25.75,1
2025-07-13,SKU-011,48.58,30,25.75,0
2025-07-14,SKU-011,49.22,26,25.75,0
2025-07-15,SKU-011,50.89,23,25.75,0
2025-07-16,SKU-011,47.97,29,25.75,0
2025-07-17,SKU-011,49.13,21,25.75,0
2025-07-18,SKU-011,48.35,31,25.75,0
2025-07-19,SKU-011,50.07,27,25.75,0
2025-07-20,SKU-011,49.79,30,25.75,0
2025-07-21,SKU-011,48.18,24,25.75,0
2025-07-22,SKU-011,50.35,18,25.75,0
2025-07-23,SKU-011,50.14,30,25.75,0
2025-07-24,SKU-011,48.99,28,25.75,0
2025-07-25,SKU-011,51.16,27,25.75,0
2025-07-26,SKU-011,52.19,23,25.75,0
2025-07-27,SKU-011,48.62,41,25.75,0
2025-07-28,SKU-011,50.51,26,25.75,0
2025-07-29,SKU-011,44.71,37,25.75,1
2025-07-30,SKU-011,51.03,22,25.75,0
2025-07-31,SKU-011,50.07,23,25.75,0
2025-08-01,SKU-011,49.52,30,25.75,0
2025-08-02,SKU-011,51.27,25,25.75,0
2025-08-03,SKU-011,41.69,47,25.75,1
2025-08-04,SKU-011,42.16,49,25.75,1
2025-08-05,SKU-011,51.88,23,25.75,0
2025-08-06,SKU-011,38.2,47,25.75,1
2025-08-07,SKU-011,49.24,32,25.75,0
2025-08-08,SKU-011,39.92,46,25.75,1
2025-08-09,SKU-011,48.74,29,25.75,0
2025-08-10,SKU-011,47.84,34,25.75,0
2025-08-11,SKU-011,51.47,23,25.75,0
2025-08-12,SKU-011,47.83,30,25.75,0
2025-08-13,SKU-011,49.8,42,25.75,0
2025-08-14,SKU-011,45.28,29,25.75,0
2025-08-15,SKU-011,49.4,32,25.75,0
2025-08-16,SKU-011,47.7,39,25.75,0
2025-08-17,SKU-011,46.62,58,25.75,0
2025-08-18,SKU-011,48.0,27,25.75,0
2025-08-19,SKU-011,38.21,38,25.75,1
2025-08-20,SKU-011,49.03,28,25.75,0
2025-08-21,SKU-011,41.68,45,25.75,1
2025-08-22,SKU-011,52.1,18,25.75,0
2025-08-23,SKU-011,49.21,24,25.75,0
2025-08-24,SKU-011,48.35,28,25.75,0
2025-08-25,SKU-011,48.1,29,25.75,0
2025-08-26,SKU-011,49.77,27,25.75,0
2025-08-27,SKU-011,46.29,36,25.75,0
2025-08-28,SKU-011,50.71,41,25.75,0
2025-08-29,SKU-011,48.46,25,25.75,0
2025-08-30,SKU-011,49.3,29,25.75,0
2025-08-31,SKU-011,39.36,41,25.75,1
2025-09-01,SKU-011,47.57,29,25.75,0
2025-09-02,SKU-011,46.78,26,25.75,0
2025-09-03,SKU-011,48.8,35,25.75,0
2025-09-04,SKU-011,48.89,31,25.75,0
2025-09-05,SKU-011,50.86,27,25.75,0
2025-09-06,SKU-011,51.75,34,25.75,0
2025-09-07,SKU-011,50.17,43,25.75,0
2025-09-08,SKU-011,40.93,47,25.75,1
2025-09-09,SKU-011,51.89,28,25.75,0
2025-09-10,SKU-011,47.36,28,25.75,0
2025-09-11,SKU-011,49.03,25,25.75,0
2025-09-12,SKU-011,47.96,24,25.75,0
2025-09-13,SKU-011,50.06,30,25.75,0
2025-09-14,SKU-011,48.97,29,25.75,0
2025-09-15,SKU-011,49.32,26,25.75,0
2025-09-16,SKU-011,48.83,28,25.75,0
2025-09-17,SKU-011,46.39,30,25.75,0
2025-09-18,SKU-011,48.85,37,25.75,0
2025-09-19,SKU-011,50.97,23,25.75,0
2025-09-20,SKU-011,48.9,37,25.75,0
2025-09-21,SKU-011,50.5,31,25.75,0
2025-09-22,SKU-011,48.84,23,25.75,0
2025-09-23,SKU-011,50.86,23,25.75,0
2025-09-24,SKU-011,49.35,27,25.75,0
2025-09-25,SKU-011,48.76,25,25.75,0
2025-09-26,SKU-011,48.68,35,25.75,0
2025-09-27,SKU-011,47.34,30,25.75,0
2025-09-28,SKU-011,49.58,43,25.75,0
2025-09-29,SKU-011,50.18,23,25.75,0
2025-09-30,SKU-011,49.39,32,25.75,0
2025-10-01,SKU-011,45.87,26,25.75,0
2025-10-02,SKU-011,39.03,52,25.75,1
2025-10-03,SKU-011,47.01,31,25.75,0
2025-10-04,SKU-011,48.16,36,25.75,0
2025-10-05,SKU-011,48.52,29,25.75,0
2025-10-06,SKU-011,51.18,32,25.75,0
2025-10-07,SKU-011,48.07,20,25.75,0
2025-10-08,SKU-011,49.51,27,25.75,0
2025-10-09,SKU-011,46.67,39,25.75,0
2025-10-10,SKU-011,40.59,48,25.75,1
2025-10-11,SKU-011,47.01,33,25.75,0
2025-10-12,SKU-011,48.42,31,25.75,0
2025-10-13,SKU-011,52.27,24,25.75,0
2025-10-14,SKU-011,47.48,27,25.75,0
2025-10-15,SKU-011,51.11,22,25.75,0
2025-10-16,SKU-011,48.8,31,25.75,0
2025-10-17,SKU-011,51.41,21,25.75,0
2025-10-18,SKU-011,49.57,20,25.75,0
2025-10-19,SKU-011,47.67,44,25.75,0
2025-10-20,SKU-011,49.35,34,25.75,0
2025-10-21,SKU-011,49.5,26,25.75,0
2025-10-22,SKU-011,43.75,34,25.75,0
2025-10-23,SKU-011,49.13,30,25.75,0
2025-10-24,SKU-011,49.36,38,25.75,0
2025-10-25,SKU-011,46.41,48,25.75,0
2025-10-26,SKU-011,48.47,27,25.75,0
2025-10-27,SKU-011,47.07,34,25.75,0
2025-10-28,SKU-011,53.51,16,25.75,0
2025-10-29,SKU-011,50.57,23,25.75,0
2025-10-30,SKU-011,49.1,33,25.75,0
2025-10-31,SKU-011,50.13,37,25.75,0
2025-11-01,SKU-011,52.61,32,25.75,0
2025-11-02,SKU-011,49.21,44,25.75,0
2025-11-03,SKU-011,49.1,28,25.75,0
2025-11-04,SKU-011,50.92,23,25.75,0
2025-11-05,SKU-011,47.85,27,25.75,0
2025-11-06,SKU-011,47.55,31,25.75,0
2025-11-07,SKU-011,49.37,22,25.75,0
2025-11-08,SKU-011,48.96,27,25.75,0
2025-11-09,SKU-011,51.52,36,25.75,0
2025-11-10,SKU-011,47.41,31,25.75,0
2025-11-11,SKU-011,49.08,24,25.75,0
2025-11-12,SKU-011,49.3,34,25.75,0
2025-11-13,SKU-011,47.54,27,25.75,0
2025-11-14,SKU-011,49.69,27,25.75,0
2025-11-15,SKU-011,48.13,29,25.75,0
2025-11-16,SKU-011,51.63,29,25.75,0
2025-11-17,SKU-011,50.26,29,25.75,0
2025-11-18,SKU-011,51.59,27,25.75,0
2025-11-19,SKU-011,47.6,22,25.75,0
2025-11-20,SKU-011,49.39,29,25.75,0
2025-11-21,SKU-011,49.17,26,25.75,0
2025-11-22,SKU-011,50.53,24,25.75,0
2025-11-23,SKU-011,48.03,30,25.75,0
2025-11-24,SKU-011,51.43,23,25.75,0
2025-11-25,SKU-011,53.05,19,25.75,0
2025-11-26,SKU-011,51.45,27,25.75,0
2025-11-27,SKU-011,49.36,33,25.75,0
2025-11-28,SKU-011,49.91,29,25.75,0
2025-11-29,SKU-011,43.0,55,25.75,1
2025-11-30,SKU-011,50.07,29,25.75,0
2025-12-01,SKU-011,43.85,38,25.75,1
2025-12-02,SKU-011,46.92,29,25.75,0
2025-12-03,SKU-011,50.25,28,25.75,0
2025-12-04,SKU-011,50.08,22,25.75,0
2025-12-05,SKU-011,51.96,28,25.75,0
2025-12-06,SKU-011,48.19,33,25.75,0
2025-12-07,SKU-011,52.61,28,25.75,0
2025-12-08,SKU-011,47.43,35,25.75,0
2025-12-09,SKU-011,49.55,25,25.75,0
2025-12-10,SKU-011,46.33,33,25.75,0
2025-12-11,SKU-011,48.7,30,25.75,0
2025-12-12,SKU-011,46.94,28,25.75,0
2025-12-13,SKU-011,51.23,30,25.75,0
2025-12-14,SKU-011,50.12,31,25.75,0
2025-12-15,SKU-011,48.53,25,25.75,0
2025-12-16,SKU-011,51.8,21,25.75,0
2025-12-17,SKU-011,50.68,25,25.75,0
2025-12-18,SKU-011,46.84,31,25.75,0
2025-12-19,SKU-011,49.17,27,25.75,0
2025-12-20,SKU-011,50.91,28,25.75,0
2025-12-21,SKU-011,48.86,40,25.75,0
2025-12-22,SKU-011,48.56,27,25.75,0
2025-12-23,SKU-011,47.94,25,25.75,0
2025-12-24,SKU-011,48.46,35,25.75,0
2025-12-25,SKU-011,41.64,49,25.75,1
2025-12-26,SKU-011,48.48,30,25.75,0
2025-12-27,SKU-011,49.8,33,25.75,0
2025-07-01,SKU-012,111.38,33,50.6,0
2025-07-02,SKU-012,104.95,59,50.6,0
2025-07-03,SKU-012,108.99,39,50.6,0
2025-07-04,SKU-012,112.16,57,50.6,0
2025-07-05,SKU-012,88.73,71,50.6,1
2025-07-06,SKU-012,108.03,65,50.6,0
2025-07-07,SKU-012,111.42,46,50.6,0
2025-07-08,SKU-012,106.91,55,50.6,0
2025-07-09,SKU-012,121.42,42,50.6,0
2025-07-10,SKU-012,114.01,39,50.6,0
2025-07-11,SKU-012,107.81,36,50.6,0
2025-07-12,SKU-012,84.22,110,50.6,1
2025-07-13,SKU-012,105.78,69,50.6,0
2025-07-14,SKU-012,111.1,42,50.6,0
2025-07-15,SKU-012,83.54,106,50.6,1
2025-07-16,SKU-012,114.72,43,50.6,0
2025-07-17,SKU-012,116.47,47,50.6,0
2025-07-18,SKU-012,115.54,49,50.6,0
2025-07-19,SKU-012,110.29,52,50.6,0
2025-07-20,SKU-012,111.54,40,50.6,0
2025-07-21,SKU-012,114.34,37,50.6,0
2025-07-22,SKU-012,107.06,45,50.6,0
2025-07-23,SKU-012,112.89,64,50.6,0
2025-07-24,SKU-012,105.6,41,50.6,0
2025-07-25,SKU-012,115.65,41,50.6,0
2025-07-26,SKU-012,113.54,41,50.6,0
2025-07-27,SKU-012,116.72,50,50.6,0
2025-07-28,SKU-012,96.86,115,50.6,1
2025-07-29,SKU-012,92.31,76,50.6,1
2025-07-30,SKU-012,114.09,38,50.6,0
2025-07-31,SKU-012,108.8,44,50.6,0
2025-08-01,SKU-012,111.63,45,50.6,0
2025-08-02,SKU-012,104.84,46,50.6,0
2025-08-03,SKU-012,111.4,50,50.6,0
2025-08-04,SKU-012,111.48,45,50.6,0
2025-08-05,SKU-012,114.11,40,50.6,0
2025-08-06,SKU-012,113.68,46,50.6,0
2025-08-07,SKU-012,110.7,56,50.6,0
2025-08-08,SKU-012,94.23,74,50.6,1
2025-08-09,SKU-012,112.87,58,50.6,0
2025-08-10,SKU-012,119.9,48,50.6,0
2025-08-11,SKU-012,113.35,40,50.6,0
2025-08-12,SKU-012,109.75,51,50.6,0
2025-08-13,SKU-012,119.03,41,50.6,0
2025-08-14,SKU-012,90.98,113,50.6,1
2025-08-15,SKU-012,109.55,63,50.6,0
2025-08-16,SKU-012,113.52,37,50.6,0
2025-08-17,SKU-012,118.34,47,50.6,0
2025-08-18,SKU-012,109.9,33,50.6,0
2025-08-19,SKU-012,110.58,49,50.6,0
2025-08-20,SKU-012,116.46,33,50.6,0
2025-08-21,SKU-012,109.8,42,50.6,0
2025-08-22,SKU-012,113.04,39,50.6,0
2025-08-23,SKU-012,114.6,49,50.6,0
2025-08-24,SKU-012,113.09,54,50.6,0
2025-08-25,SKU-012,84.99,83,50.6,1
2025-08-26,SKU-012,108.63,35,50.6,0
2025-08-27,SKU-012,111.13,37,50.6,0
2025-08-28,SKU-012,109.75,33,50.6,0
2025-08-29,SKU-012,103.9,86,50.6,1
2025-08-30,SKU-012,95.79,96,50.6,1
2025-08-31,SKU-012,112.62,47,50.6,0
2025-09-01,SKU-012,117.98,53,50.6,0
2025-09-02,SKU-012,108.62,33,50.6,0
2025-09-03,SKU-012,108.77,59,50.6,0
2025-09-04,SKU-012,96.14,98,50.6,1
2025-09-05,SKU-012,112.9,53,50.6,0
2025-09-06,SKU-012,114.61,41,50.6,0
2025-09-07,SKU-012,95.89,90,50.6,1
2025-09-08,SKU-012,112.5,45,50.6,0
2025-09-09,SKU-012,111.81,44,50.6,0
2025-09-10,SKU-012,113.67,50,50.6,0
2025-09-11,SKU-012,113.21,56,50.6,0
2025-09-12,SKU-012,117.34,61,50.6,0
2025-09-13,SKU-012,112.89,39,50.6,0
2025-09-14,SKU-012,108.37,52,50.6,0
2025-09-15,SKU-012,82.32,117,50.6,1
2025-09-16,SKU-012,110.35,38,50.6,0
2025-09-17,SKU-012,88.44,73,50.6,1
2025-09-18,SKU-012,115.49,46,50.6,0
2025-09-19,SKU-012,109.55,53,50.6,0
2025-09-20,SKU-012,117.13,58,50.6,0
2025-09-21,SKU-012,98.73,77,50.6,1
2025-09-22,SKU-012,92.6,68,50.6,1
2025-09-23,SKU-012,113.48,51,50.6,0
2025-09-24,SKU-012,116.02,32,50.6,0
2025-09-25,SKU-012,97.11,79,50.6,1
2025-09-26,SKU-012,89.74,80,50.6,1
2025-09-27,SKU-012,111.8,74,50.6,0
2025-09-28,SKU-012,110.9,49,50.6,0
2025-09-29,SKU-012,111.76,52,50.6,0
2025-09-30,SKU-012,111.17,43,50.6,0
2025-10-01,SKU-012,117.78,29,50.6,0
2025-10-02,SKU-012,112.91,40,50.6,0
2025-10-03,SKU-012,110.53,51,50.6,0
2025-10-04,SKU-012,109.75,53,50.6,0
2025-10-05,SKU-012,101.12,70,50.6,1
2025-10-06,SKU-012,94.07,76,50.6,1
2025-10-07,SKU-012,114.99,50,50.6,0
2025-10-08,SKU-012,89.59,118,50.6,1
2025-10-09,SKU-012,118.36,39,50.6,0
2025-10-10,SKU-012,117.78,40,50.6,0
2025-10-11,SKU-012,115.0,36,50.6,0
2025-10-12,SKU-012,113.43,41,50.6,0
2025-10-13,SKU-012,82.97,109,50.6,1
2025-10-14,SKU-012,111.63,43,50.6,0
2025-10-15,SKU-012,107.4,42,50.6,0
2025-10-16,SKU-012,109.7,42,50.6,0
